loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_state,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,exception_required,exception_type,balance_ratio,rate_spread,reporting_month_dt,last_updated_at_dt,months_since_last_update,credit_score_band_ord,ltv_band_ord,dti_band_ord,prev_balance,balance_change,prev_dpd,dpd_change
LN001180,30,2024-06-01,2022-01-01,29,331,398265.69,365076.8825000005,5.66,650-699,70-80%,30-40%,GA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9166666666643661,0.6600000000000001,2024-06-01,2024-06-16,0,2,2,1,366183.1760833338,-1106.2935833333177,0.0,0.0
LN001181,1,2024-06-01,2024-06-01,0,360,245652.72,244970.35133333327,6.766,750-799,<60%,<30%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-06-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9972222222181625,1.766,2024-06-01,2024-06-16,0,4,0,0,245652.72,0.0,0.0,0.0
LN001182,1,2022-03-01,2022-03-01,0,360,413181.02,412033.2949444445,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2022-03-16,PrimaryCore,Missing_Doc,Current,1,1,0,0,0,,0.9972222222198087,0.23899999999999988,2022-03-01,2022-03-16,0,3,3,0,413181.02,0.0,0.0,0.0
LN001182,2,2022-04-01,2022-03-01,1,359,413181.02,410885.56988888886,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2022-04-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,,0.9944444444420375,0.23899999999999988,2022-04-01,2022-04-16,0,3,3,0,412033.2949444445,-1147.7250555556384,0.0,0.0
LN001182,3,2022-05-01,2022-03-01,2,358,413181.02,409737.8448333333,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,30 DPD,30,False,False,False,,2022-05-16,PrimaryCore,Complete,60 DPD,1,1,0,0,0,,0.9916666666642664,0.23899999999999988,2022-05-01,2022-05-16,0,3,3,0,410885.56988888886,-1147.7250555555802,0.0,30.0
LN001182,4,2022-06-01,2022-03-01,3,357,413181.02,408590.1197777777,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,60 DPD,60,False,False,False,,2022-06-16,PrimaryCore,Complete,90+ DPD,1,1,0,0,0,,0.9888888888864953,0.23899999999999988,2022-06-01,2022-06-16,0,3,3,0,409737.8448333333,-1147.7250555555802,30.0,30.0
LN001182,5,2022-07-01,2022-03-01,4,356,413181.02,407442.3947222221,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,90+ DPD,90,False,False,False,,2022-07-16,PrimaryCore,Complete,90+ DPD,1,1,0,0,0,,0.9861111111087242,0.23899999999999988,2022-07-01,2022-07-16,0,3,3,0,408590.1197777777,-1147.7250555555802,60.0,30.0
LN001182,6,2022-08-01,2022-03-01,5,355,413181.02,406294.66966666654,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,90+ DPD,90,False,False,False,,2022-08-16,PrimaryCore,Complete,90+ DPD,1,1,0,0,0,,0.9833333333309531,0.23899999999999988,2022-08-01,2022-08-16,0,3,3,0,407442.3947222221,-1147.7250555555802,90.0,0.0
LN001182,7,2022-09-01,2022-03-01,6,354,413181.02,405146.94461111096,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,90+ DPD,90,False,False,False,,2022-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.980555555553182,0.23899999999999988,2022-09-01,2022-09-16,0,3,3,0,406294.66966666654,-1147.7250555555802,90.0,0.0
LN001182,8,2022-10-01,2022-03-01,7,353,413181.02,403999.2195555554,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2022-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9777777777754109,0.23899999999999988,2022-10-01,2022-10-16,0,3,3,0,405146.94461111096,-1147.7250555555802,90.0,-90.0
LN001182,9,2022-11-01,2022-03-01,8,352,413181.02,402851.4944999998,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2022-11-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,,0.9749999999976398,0.23899999999999988,2022-11-01,2022-11-16,0,3,3,0,403999.2195555554,-1147.7250555555802,0.0,0.0
LN001182,10,2022-12-01,2022-03-01,9,351,413181.02,401703.7694444442,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2022-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9722222222198685,0.23899999999999988,2022-12-01,2022-12-16,0,3,3,0,402851.4944999998,-1147.7250555555802,0.0,0.0
LN001182,11,2023-01-01,2022-03-01,10,350,413181.02,400556.04438888864,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9694444444420974,0.23899999999999988,2023-01-01,2023-01-16,0,3,3,0,401703.7694444442,-1147.7250555555802,0.0,0.0
LN001182,12,2023-02-01,2022-03-01,11,349,413181.02,399408.31933333306,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9666666666643263,0.23899999999999988,2023-02-01,2023-02-16,0,3,3,0,400556.04438888864,-1147.7250555555802,0.0,0.0
LN001182,13,2023-03-01,2022-03-01,12,348,413181.02,398260.5942777775,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9638888888865552,0.23899999999999988,2023-03-01,2023-03-16,0,3,3,0,399408.31933333306,-1147.7250555555802,0.0,0.0
LN001182,14,2023-04-01,2022-03-01,13,347,413181.02,397112.8692222219,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-04-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,,0.9611111111087841,0.23899999999999988,2023-04-01,2023-04-16,0,3,3,0,398260.5942777775,-1147.7250555555802,0.0,0.0
LN001182,15,2023-05-01,2022-03-01,14,346,413181.02,395965.1441666663,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-05-16,PrimaryCore,Complete,Current,0,0,0,1,0,,0.958333333331013,0.23899999999999988,2023-05-01,2023-05-16,0,3,3,0,397112.8692222219,-1147.7250555555802,0.0,0.0
LN001182,16,2023-06-01,2022-03-01,15,345,413181.02,394817.41911111074,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-06-16,PrimaryCore,Complete,Current,0,0,0,1,0,,0.9555555555532419,0.23899999999999988,2023-06-01,2023-06-16,0,3,3,0,395965.1441666663,-1147.7250555555802,0.0,0.0
LN001182,17,2023-07-01,2022-03-01,16,344,413181.02,393669.6940555552,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9527777777754709,0.23899999999999988,2023-07-01,2023-07-16,0,3,3,0,394817.41911111074,-1147.725055555522,0.0,0.0
LN001182,18,2023-08-01,2022-03-01,17,343,413181.02,392521.9689999996,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9499999999976997,0.23899999999999988,2023-08-01,2023-08-16,0,3,3,0,393669.6940555552,-1147.7250555556384,0.0,0.0
LN001182,19,2023-09-01,2022-03-01,18,342,413181.02,391374.243944444,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9472222222199286,0.23899999999999988,2023-09-01,2023-09-16,0,3,3,0,392521.9689999996,-1147.7250555555802,0.0,0.0
LN001182,20,2023-10-01,2022-03-01,19,341,413181.02,390226.5188888884,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9444444444421575,0.23899999999999988,2023-10-01,2023-10-16,0,3,3,0,391374.243944444,-1147.7250555555802,0.0,0.0
LN001182,21,2023-11-01,2022-03-01,20,340,413181.02,389078.7938333328,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9416666666643861,0.23899999999999988,2023-11-01,2023-11-16,0,3,3,0,390226.5188888884,-1147.7250555556384,0.0,0.0
LN001182,22,2023-12-01,2022-03-01,21,339,413181.02,387931.06877777725,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9388888888866153,0.23899999999999988,2023-12-01,2023-12-16,0,3,3,0,389078.7938333328,-1147.725055555522,0.0,0.0
LN001182,23,2024-01-01,2022-03-01,22,338,413181.02,386783.3437222217,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9361111111088442,0.23899999999999988,2024-01-01,2024-01-16,0,3,3,0,387931.06877777725,-1147.7250555555802,0.0,0.0
LN001182,24,2024-02-01,2022-03-01,23,337,413181.02,385635.6186666661,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.933333333331073,0.23899999999999988,2024-02-01,2024-02-16,0,3,3,0,386783.3437222217,-1147.7250555555802,0.0,0.0
LN001182,25,2024-03-01,2022-03-01,24,336,413181.02,384487.8936111105,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9305555555533018,0.23899999999999988,2024-03-01,2024-03-16,0,3,3,0,385635.6186666661,-1147.7250555555802,0.0,0.0
LN001182,26,2024-04-01,2022-03-01,25,335,413181.02,383340.1685555549,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2024-04-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,,0.9277777777755306,0.23899999999999988,2024-04-01,2024-04-16,0,3,3,0,384487.8936111105,-1147.7250555556384,0.0,0.0
LN001182,27,2024-05-01,2022-03-01,26,334,413181.02,0.0,5.239,700-749,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Prepaid,0,False,True,False,,2024-05-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,,0.0,0.23899999999999988,2024-05-01,2024-05-16,0,3,3,0,383340.1685555549,-383340.1685555549,0.0,0.0
LN001183,1,2023-02-01,2023-02-01,0,360,311485.24,310620.0032222222,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9972222222190207,0.7279999999999998,2023-02-01,2023-02-16,0,1,2,0,311485.24,0.0,0.0,0.0
LN001183,2,2023-03-01,2023-02-01,1,359,311485.24,309754.7664444444,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9944444444412518,0.7279999999999998,2023-03-01,2023-03-16,0,1,2,0,310620.0032222222,-865.2367777777836,0.0,0.0
LN001183,3,2023-04-01,2023-02-01,2,358,311485.24,308889.52966666664,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9916666666634829,0.7279999999999998,2023-04-01,2023-04-16,0,1,2,0,309754.7664444444,-865.2367777777836,0.0,0.0
LN001183,4,2023-05-01,2023-02-01,3,357,311485.24,308024.29288888886,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.988888888885714,0.7279999999999998,2023-05-01,2023-05-16,0,1,2,0,308889.52966666664,-865.2367777777836,0.0,0.0
LN001183,5,2023-06-01,2023-02-01,4,356,311485.24,307159.0561111111,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9861111111079451,0.7279999999999998,2023-06-01,2023-06-16,0,1,2,0,308024.29288888886,-865.2367777777836,0.0,0.0
LN001183,6,2023-07-01,2023-02-01,5,355,311485.24,306293.8193333333,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-07-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9833333333301763,0.7279999999999998,2023-07-01,2023-07-16,0,1,2,0,307159.0561111111,-865.2367777777836,0.0,0.0
LN001183,7,2023-08-01,2023-02-01,6,354,311485.24,305428.5825555555,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-08-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9805555555524074,0.7279999999999998,2023-08-01,2023-08-16,0,1,2,0,306293.8193333333,-865.2367777777836,0.0,0.0
LN001183,8,2023-09-01,2023-02-01,7,353,311485.24,304563.3457777777,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-09-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9777777777746385,0.7279999999999998,2023-09-01,2023-09-16,0,1,2,0,305428.5825555555,-865.2367777777836,0.0,0.0
LN001183,9,2023-10-01,2023-02-01,8,352,311485.24,303698.10899999994,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-10-16,PrimaryCore,Complete,Current,1,1,0,0,0,,0.9749999999968696,0.7279999999999998,2023-10-01,2023-10-16,0,1,2,0,304563.3457777777,-865.2367777777836,0.0,0.0
LN001183,10,2023-11-01,2023-02-01,9,351,311485.24,302832.8722222221,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-11-16,PrimaryCore,Missing_Doc,Current,1,1,0,0,0,,0.9722222222191006,0.7279999999999998,2023-11-01,2023-11-16,0,1,2,0,303698.10899999994,-865.2367777778418,0.0,0.0
LN001183,11,2023-12-01,2023-02-01,10,350,311485.24,301967.6354444444,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-12-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,,0.9694444444413319,0.7279999999999998,2023-12-01,2023-12-16,0,1,2,0,302832.8722222221,-865.2367777777254,0.0,0.0
LN001183,12,2024-01-01,2023-02-01,11,349,311485.24,301102.3986666666,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,30 DPD,30,False,False,False,,2024-01-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.966666666663563,0.7279999999999998,2024-01-01,2024-01-16,0,1,2,0,301967.6354444444,-865.2367777777836,0.0,30.0
LN001183,13,2024-02-01,2023-02-01,12,348,311485.24,300237.1618888888,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2024-02-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9638888888857942,0.7279999999999998,2024-02-01,2024-02-16,0,1,2,0,301102.3986666666,-865.2367777777836,30.0,-30.0
LN001183,14,2024-03-01,2023-02-01,13,347,311485.24,299371.925111111,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2024-03-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9611111111080253,0.7279999999999998,2024-03-01,2024-03-16,0,1,2,0,300237.1618888888,-865.2367777777836,0.0,0.0
LN001183,15,2024-04-01,2023-02-01,14,346,311485.24,298506.68833333324,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-04-16,PrimaryCore,Complete,Current,1,1,0,0,0,,0.9583333333302564,0.7279999999999998,2024-04-01,2024-04-16,0,1,2,0,299371.925111111,-865.2367777777836,0.0,0.0
LN001183,16,2024-05-01,2023-02-01,15,345,311485.24,297641.45155555545,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-05-16,PrimaryCore,Complete,Current,1,1,0,0,0,,0.9555555555524875,0.7279999999999998,2024-05-01,2024-05-16,0,1,2,0,298506.68833333324,-865.2367777777836,0.0,0.0
LN001183,17,2024-06-01,2023-02-01,16,344,311485.24,296776.21477777767,5.728,600-649,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-06-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,,0.9527777777747186,0.7279999999999998,2024-06-01,2024-06-16,0,1,2,0,297641.45155555545,-865.2367777777836,0.0,0.0
LN001184,1,2024-06-01,2024-06-01,0,360,349187.32,348217.3552222222,6.057,650-699,80-90%,<30%,TX,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9972222222193663,1.0570000000000004,2024-06-01,2024-06-16,0,2,3,0,349187.32,0.0,0.0,0.0
LN001185,1,2022-04-01,2022-04-01,0,360,169036.66,168567.11372222222,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2022-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9972222222163227,-1.3130000000000002,2022-04-01,2022-04-16,0,2,1,2,169036.66,0.0,0.0,0.0
LN001185,2,2022-05-01,2022-04-01,1,359,169036.66,168097.56744444443,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2022-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9944444444385613,-1.3130000000000002,2022-05-01,2022-05-16,0,2,1,2,168567.11372222222,-469.5462777777866,0.0,0.0
LN001185,3,2022-06-01,2022-04-01,2,358,169036.66,167628.02116666664,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2022-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9916666666607998,-1.3130000000000002,2022-06-01,2022-06-16,0,2,1,2,168097.56744444443,-469.5462777777866,0.0,0.0
LN001185,4,2022-07-01,2022-04-01,3,357,169036.66,167158.47488888886,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2022-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9888888888830385,-1.3130000000000002,2022-07-01,2022-07-16,0,2,1,2,167628.02116666664,-469.5462777777866,0.0,0.0
LN001185,5,2022-08-01,2022-04-01,4,356,169036.66,166688.92861111107,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2022-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.986111111105277,-1.3130000000000002,2022-08-01,2022-08-16,0,2,1,2,167158.47488888886,-469.5462777777866,0.0,0.0
LN001185,6,2022-09-01,2022-04-01,5,355,169036.66,166219.38233333328,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2022-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9833333333275157,-1.3130000000000002,2022-09-01,2022-09-16,0,2,1,2,166688.92861111107,-469.5462777777866,0.0,0.0
LN001185,7,2022-10-01,2022-04-01,6,354,169036.66,165749.8360555555,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2022-10-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,,0.9805555555497543,-1.3130000000000002,2022-10-01,2022-10-16,0,2,1,2,166219.38233333328,-469.5462777777866,0.0,0.0
LN001185,8,2022-11-01,2022-04-01,7,353,169036.66,165280.2897777777,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2022-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9777777777719929,-1.3130000000000002,2022-11-01,2022-11-16,0,2,1,2,165749.8360555555,-469.5462777777866,0.0,0.0
LN001185,9,2022-12-01,2022-04-01,8,352,169036.66,164810.74349999992,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2022-12-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9749999999942315,-1.3130000000000002,2022-12-01,2022-12-16,0,2,1,2,165280.2897777777,-469.5462777777866,0.0,0.0
LN001185,10,2023-01-01,2022-04-01,9,351,169036.66,164341.19722222214,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-01-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9722222222164701,-1.3130000000000002,2023-01-01,2023-01-16,0,2,1,2,164810.74349999992,-469.5462777777866,0.0,0.0
LN001185,11,2023-02-01,2022-04-01,10,350,169036.66,163871.65094444435,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-02-16,PrimaryCore,Complete,Current,0,1,0,0,0,,0.9694444444387087,-1.3130000000000002,2023-02-01,2023-02-16,0,2,1,2,164341.19722222214,-469.5462777777866,0.0,0.0
LN001185,12,2023-03-01,2022-04-01,11,349,169036.66,163402.10466666656,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-03-16,PrimaryCore,Missing_Doc,Current,1,1,0,0,0,,0.9666666666609474,-1.3130000000000002,2023-03-01,2023-03-16,0,2,1,2,163871.65094444435,-469.5462777777866,0.0,0.0
LN001185,13,2023-04-01,2022-04-01,12,348,169036.66,162932.55838888878,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-04-16,PrimaryCore,Complete,Current,1,1,0,0,0,,0.9638888888831859,-1.3130000000000002,2023-04-01,2023-04-16,0,2,1,2,163402.10466666656,-469.5462777777866,0.0,0.0
LN001185,14,2023-05-01,2022-04-01,13,347,169036.66,162463.012111111,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-05-16,PrimaryCore,Complete,30 DPD,1,1,0,0,1,document_gap,0.9611111111054246,-1.3130000000000002,2023-05-01,2023-05-16,0,2,1,2,162932.55838888878,-469.5462777777866,0.0,0.0
LN001185,15,2023-06-01,2022-04-01,14,346,169036.66,161993.4658333332,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,30 DPD,30,False,False,False,,2023-06-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,,0.9583333333276631,-1.3130000000000002,2023-06-01,2023-06-16,0,2,1,2,162463.012111111,-469.5462777777866,0.0,30.0
LN001185,16,2023-07-01,2022-04-01,15,345,169036.66,161523.91955555542,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,30 DPD,30,False,False,False,,2023-07-16,PrimaryCore,Complete,60 DPD,1,1,0,0,0,,0.9555555555499017,-1.3130000000000002,2023-07-01,2023-07-16,0,2,1,2,161993.4658333332,-469.5462777777866,30.0,0.0
LN001185,17,2023-08-01,2022-04-01,16,344,169036.66,161054.37327777763,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,60 DPD,60,False,False,False,,2023-08-16,PrimaryCore,Complete,90+ DPD,1,1,0,0,0,,0.9527777777721403,-1.3130000000000002,2023-08-01,2023-08-16,0,2,1,2,161523.91955555542,-469.5462777777866,30.0,30.0
LN001185,18,2023-09-01,2022-04-01,17,343,169036.66,160584.82699999984,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,90+ DPD,90,False,False,False,,2023-09-16,PrimaryCore,Complete,60 DPD,1,1,0,0,0,,0.9499999999943789,-1.3130000000000002,2023-09-01,2023-09-16,0,2,1,2,161054.37327777763,-469.5462777777866,60.0,30.0
LN001185,19,2023-10-01,2022-04-01,18,342,169036.66,160115.28072222206,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,60 DPD,60,False,False,False,,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9472222222166176,-1.3130000000000002,2023-10-01,2023-10-16,0,2,1,2,160584.82699999984,-469.5462777777866,90.0,-30.0
LN001185,20,2023-11-01,2022-04-01,19,341,169036.66,159645.73444444427,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9444444444388561,-1.3130000000000002,2023-11-01,2023-11-16,0,2,1,2,160115.28072222206,-469.5462777777866,60.0,-60.0
LN001185,21,2023-12-01,2022-04-01,20,340,169036.66,159176.18816666648,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,1,delinquency_status_conflict,0.9416666666610948,-1.3130000000000002,2023-12-01,2023-12-16,0,2,1,2,159645.73444444427,-469.5462777777866,0.0,0.0
LN001185,22,2024-01-01,2022-04-01,21,339,169036.66,158706.6418888887,3.687,650-699,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9388888888833333,-1.3130000000000002,2024-01-01,2024-01-16,0,2,1,2,159176.18816666648,-469.5462777777866,0.0,0.0
