loan_id,reporting_month,field,panel_value,servicer_value,winner,resolution
LN000017,2025-03-01,current_balance,119719.81450000004,120118.10055728546,PrimaryCore,Servicer data is stale; panel update is newer.
LN001731,2025-06-01,current_balance,223349.75999999983,238601.89145961276,PrimaryCore,Servicer data is stale; panel update is newer.
LN001737,2025-05-01,current_balance,351898.2908333337,379466.0138006624,PrimaryCore,Servicer data is stale; panel update is newer.
LN001737,2025-06-01,current_balance,350881.2437500004,375914.86319799593,PrimaryCore,Servicer data is stale; panel update is newer.
LN001741,2025-01-01,current_balance,312938.52763888886,339681.02547446627,PrimaryCore,Servicer data is stale; panel update is newer.
LN001743,2025-01-01,current_balance,412066.0665555552,405467.428651836,PrimaryCore,Servicer data is stale; panel update is newer.
LN001748,2025-02-01,current_balance,291280.00199999975,299662.5810847788,PrimaryCore,Servicer data is stale; panel update is newer.
LN001754,2025-02-01,current_balance,346496.75988888915,359180.0132960246,PrimaryCore,Servicer data is stale; panel update is newer.
LN001760,2025-03-01,current_balance,433769.7722222224,458151.723232904,PrimaryCore,Servicer data is stale; panel update is newer.
LN001761,2025-02-01,current_balance,282272.7263333333,284893.8916361196,PrimaryCore,Servicer data is stale; panel update is newer.
LN001761,2025-03-01,current_balance,281479.8254166667,295503.912396043,PrimaryCore,Servicer data is stale; panel update is newer.
LN001789,2025-01-01,current_balance,267957.6744999999,262269.21886091586,PrimaryCore,Servicer data is stale; panel update is newer.
LN001828,2025-04-01,current_balance,406091.4573611106,376471.5904952505,PrimaryCore,Servicer data is stale; panel update is newer.
LN001829,2025-06-01,current_balance,229395.9171388888,227280.0871358856,PrimaryCore,Servicer data is stale; panel update is newer.
LN001847,2025-02-01,current_balance,340081.25102777814,336663.31015655753,PrimaryCore,Servicer data is stale; panel update is newer.
LN001849,2025-03-01,current_balance,274541.88577777805,289005.5019841765,PrimaryCore,Servicer data is stale; panel update is newer.
LN001851,2025-01-01,current_balance,301695.9611111112,312108.9447286802,PrimaryCore,Servicer data is stale; panel update is newer.
LN001861,2025-03-01,current_balance,251498.7708333337,233141.5670190628,PrimaryCore,Servicer data is stale; panel update is newer.
LN001862,2025-05-01,current_balance,164655.90749999997,167811.18054152175,PrimaryCore,Servicer data is stale; panel update is newer.
LN001864,2025-01-01,current_balance,297011.2943888892,294179.59898343275,PrimaryCore,Servicer data is stale; panel update is newer.
LN001864,2025-04-01,current_balance,294252.67555555585,290842.5227270548,PrimaryCore,Servicer data is stale; panel update is newer.
LN001875,2025-03-01,current_balance,98393.9415000001,99491.14814397198,PrimaryCore,Servicer data is stale; panel update is newer.
LN001893,2025-02-01,current_balance,184449.40566666672,197316.66558445635,PrimaryCore,Servicer data is stale; panel update is newer.
LN001895,2025-02-01,current_balance,228454.545,233169.15410422115,PrimaryCore,Servicer data is stale; panel update is newer.
LN001895,2025-04-01,current_balance,227171.0925,240824.3461822972,PrimaryCore,Servicer data is stale; panel update is newer.
LN001895,2025-05-01,current_balance,226529.36625,231047.9916157444,PrimaryCore,Servicer data is stale; panel update is newer.
LN001899,2025-02-01,current_balance,170112.3281666669,179963.3361652208,PrimaryCore,Servicer data is stale; panel update is newer.
LN001901,2025-02-01,current_balance,113206.96150000003,106993.20116972756,PrimaryCore,Servicer data is stale; panel update is newer.
LN001903,2025-03-01,current_balance,159446.58958333312,163370.87994334,PrimaryCore,Servicer data is stale; panel update is newer.
LN001912,2025-01-01,current_balance,181986.82755555527,169224.89859299184,PrimaryCore,Servicer data is stale; panel update is newer.
LN001912,2025-02-01,current_balance,181431.9896666664,193119.2471128605,PrimaryCore,Servicer data is stale; panel update is newer.
LN001913,2025-05-01,current_balance,281750.8615833334,298944.7408630865,PrimaryCore,Servicer data is stale; panel update is newer.
LN001914,2025-01-01,current_balance,296517.8893055558,274329.084575232,PrimaryCore,Servicer data is stale; panel update is newer.
LN001920,2025-01-01,current_balance,415810.6397777779,448978.7997699693,PrimaryCore,Servicer data is stale; panel update is newer.
LN001925,2025-02-01,current_balance,231481.14238888893,226273.3096024565,PrimaryCore,Servicer data is stale; panel update is newer.
LN001925,2025-04-01,current_balance,230169.63450000004,239607.1195548655,PrimaryCore,Servicer data is stale; panel update is newer.
LN001928,2025-06-01,current_balance,310152.8926666665,282679.4238499569,PrimaryCore,Servicer data is stale; panel update is newer.
LN001932,2025-01-01,current_balance,328083.81450000004,297619.11390094424,PrimaryCore,Servicer data is stale; panel update is newer.
LN001935,2025-02-01,current_balance,310776.3555555555,314389.1121029232,PrimaryCore,Servicer data is stale; panel update is newer.
LN001952,2025-04-01,current_balance,332489.5546666658,341868.6602320685,PrimaryCore,Servicer data is stale; panel update is newer.
LN001952,2025-06-01,current_balance,330462.1793333324,309527.0113330155,PrimaryCore,Servicer data is stale; panel update is newer.
LN001966,2025-04-01,current_balance,466125.9993333332,475956.0022320744,PrimaryCore,Servicer data is stale; panel update is newer.
LN001969,2025-03-01,current_balance,269956.9110000001,270207.1808480952,PrimaryCore,Servicer data is stale; panel update is newer.
LN001986,2025-02-01,current_balance,384783.9432222219,367483.5686533446,PrimaryCore,Servicer data is stale; panel update is newer.
LN001986,2025-03-01,current_balance,383675.0557777775,410577.1556687057,PrimaryCore,Servicer data is stale; panel update is newer.
LN001991,2025-06-01,current_balance,323706.68594444444,291544.3357462943,PrimaryCore,Servicer data is stale; panel update is newer.
LN001997,2025-01-01,current_balance,362507.7195555556,394046.26073004486,PrimaryCore,Servicer data is stale; panel update is newer.
LN002000,2025-02-01,current_balance,432252.1972222222,418916.3435184512,PrimaryCore,Servicer data is stale; panel update is newer.
LN002013,2025-06-01,current_balance,343780.2439999997,355805.7718213709,PrimaryCore,Servicer data is stale; panel update is newer.
LN002014,2025-01-01,current_balance,224721.46966666664,244703.27263360156,PrimaryCore,Servicer data is stale; panel update is newer.
LN002033,2025-04-01,current_balance,381680.72516666655,365411.8718081086,PrimaryCore,Servicer data is stale; panel update is newer.
LN002038,2025-02-01,current_balance,491502.4594999997,526149.7453848172,PrimaryCore,Servicer data is stale; panel update is newer.
LN002045,2025-02-01,current_balance,231511.1567500001,251891.11483049253,PrimaryCore,Servicer data is stale; panel update is newer.
LN002054,2025-03-01,current_balance,107976.65350000016,110266.88568153048,PrimaryCore,Servicer data is stale; panel update is newer.
LN002057,2025-01-01,current_balance,246889.10236111123,244578.05971396412,PrimaryCore,Servicer data is stale; panel update is newer.
LN002074,2025-05-01,current_balance,206236.3634722222,199255.4886586757,PrimaryCore,Servicer data is stale; panel update is newer.
LN002077,2025-01-01,current_balance,395447.6868333332,413972.81833864434,PrimaryCore,Servicer data is stale; panel update is newer.
LN002083,2025-06-01,current_balance,408235.4015277774,374863.0254158595,PrimaryCore,Servicer data is stale; panel update is newer.
LN002087,2025-02-01,current_balance,214192.33799999976,219781.85466288123,PrimaryCore,Servicer data is stale; panel update is newer.
LN002091,2025-05-01,current_balance,363031.52166666667,354264.9365239435,PrimaryCore,Servicer data is stale; panel update is newer.
LN002095,2025-04-01,current_balance,364834.0605,391996.5798470638,PrimaryCore,Servicer data is stale; panel update is newer.
LN002109,2025-03-01,current_balance,233077.2754166665,234272.08389345897,PrimaryCore,Servicer data is stale; panel update is newer.
LN002110,2025-05-01,current_balance,308653.8888888888,305139.35250933166,PrimaryCore,Servicer data is stale; panel update is newer.
LN002121,2025-03-01,current_balance,228755.73638888856,228852.771794393,PrimaryCore,Servicer data is stale; panel update is newer.
LN002142,2025-04-01,current_balance,362194.5405000001,392768.2221027992,PrimaryCore,Servicer data is stale; panel update is newer.
LN002148,2025-06-01,current_balance,373096.34177777806,406745.6461606477,PrimaryCore,Servicer data is stale; panel update is newer.
LN002159,2025-01-01,current_balance,315733.21577777783,334288.8963067634,PrimaryCore,Servicer data is stale; panel update is newer.
LN002174,2025-02-01,current_balance,192025.33350000007,175687.49410820534,PrimaryCore,Servicer data is stale; panel update is newer.
LN002191,2025-05-01,current_balance,229526.21602777785,225926.04586776588,PrimaryCore,Servicer data is stale; panel update is newer.
LN002200,2025-06-01,current_balance,314699.6372777779,311757.69294290966,PrimaryCore,Servicer data is stale; panel update is newer.
LN002202,2025-04-01,current_balance,444631.6129166666,445269.74549594,PrimaryCore,Servicer data is stale; panel update is newer.
LN002208,2025-02-01,current_balance,100923.87583333332,100130.60307614694,PrimaryCore,Servicer data is stale; panel update is newer.
LN002224,2025-05-01,current_balance,260113.481333333,269987.80166243855,PrimaryCore,Servicer data is stale; panel update is newer.
LN002226,2025-06-01,current_balance,170946.05424999952,182945.9098725817,PrimaryCore,Servicer data is stale; panel update is newer.
LN002232,2025-02-01,current_balance,369992.8263888889,405086.6421890878,PrimaryCore,Servicer data is stale; panel update is newer.
LN002238,2025-03-01,current_balance,325096.020111111,299485.0548404294,PrimaryCore,Servicer data is stale; panel update is newer.
LN002242,2025-06-01,current_balance,279708.1183333322,270232.51278812817,PrimaryCore,Servicer data is stale; panel update is newer.
LN002247,2025-02-01,current_balance,287531.42733333324,298678.1873524714,PrimaryCore,Servicer data is stale; panel update is newer.
LN002257,2025-02-01,current_balance,197736.10288888897,180336.08503943877,PrimaryCore,Servicer data is stale; panel update is newer.
LN002264,2025-02-01,current_balance,223783.5306666665,244913.7437638512,PrimaryCore,Servicer data is stale; panel update is newer.
LN002265,2025-04-01,current_balance,332197.81866666686,310697.57443762553,PrimaryCore,Servicer data is stale; panel update is newer.
LN002270,2025-01-01,current_balance,105342.75449999988,115794.75478054924,PrimaryCore,Servicer data is stale; panel update is newer.
LN002272,2025-01-01,current_balance,122877.07269444434,120288.55990757924,PrimaryCore,Servicer data is stale; panel update is newer.
LN002290,2025-02-01,current_balance,355747.2309166667,355105.74935443525,PrimaryCore,Servicer data is stale; panel update is newer.
LN002294,2025-06-01,current_balance,188117.3305277776,182350.72736999477,PrimaryCore,Servicer data is stale; panel update is newer.
LN002305,2025-04-01,current_balance,294890.61466666684,272554.57494401094,PrimaryCore,Servicer data is stale; panel update is newer.
LN002343,2025-05-01,current_balance,303483.2175000002,283689.6880602482,PrimaryCore,Servicer data is stale; panel update is newer.
LN002345,2025-06-01,current_balance,318279.04674999986,349690.8306632028,PrimaryCore,Servicer data is stale; panel update is newer.
LN002347,2025-05-01,current_balance,383404.7711666671,350148.71911874285,PrimaryCore,Servicer data is stale; panel update is newer.
LN002347,2025-06-01,current_balance,382286.9730000004,412048.5412345939,PrimaryCore,Servicer data is stale; panel update is newer.
LN002355,2025-01-01,current_balance,177553.58500000005,183340.36363827987,PrimaryCore,Servicer data is stale; panel update is newer.
LN002355,2025-02-01,current_balance,177032.90000000005,172333.78599233102,PrimaryCore,Servicer data is stale; panel update is newer.
LN002355,2025-04-01,current_balance,175991.53000000006,175439.7887761408,PrimaryCore,Servicer data is stale; panel update is newer.
LN002366,2025-06-01,current_balance,314804.2725555551,330568.3094599253,PrimaryCore,Servicer data is stale; panel update is newer.
LN002367,2025-04-01,current_balance,155764.6389444445,162895.5456764988,PrimaryCore,Servicer data is stale; panel update is newer.
LN002382,2025-02-01,current_balance,290790.9570833331,265950.7132963927,PrimaryCore,Servicer data is stale; panel update is newer.
LN002384,2025-06-01,current_balance,85432.79763888898,83966.37038404468,PrimaryCore,Servicer data is stale; panel update is newer.
LN002385,2025-04-01,current_balance,257087.2958333341,257731.0921671016,PrimaryCore,Servicer data is stale; panel update is newer.
LN002392,2025-02-01,current_balance,329504.192111111,312103.8965511111,PrimaryCore,Servicer data is stale; panel update is newer.
LN002392,2025-03-01,current_balance,328480.88716666657,337516.47760983685,PrimaryCore,Servicer data is stale; panel update is newer.
LN002392,2025-06-01,current_balance,325410.9723333332,348216.6107643919,PrimaryCore,Servicer data is stale; panel update is newer.
LN002397,2025-01-01,current_balance,224474.96100000004,224101.13167311312,PrimaryCore,Servicer data is stale; panel update is newer.
LN002404,2025-04-01,current_balance,341494.97066666675,371033.5995655665,PrimaryCore,Servicer data is stale; panel update is newer.
LN002422,2025-06-01,current_balance,141489.67950000011,143308.58520046982,PrimaryCore,Servicer data is stale; panel update is newer.
LN002449,2025-01-01,current_balance,377307.212388889,371462.4861877587,PrimaryCore,Servicer data is stale; panel update is newer.
LN002449,2025-06-01,current_balance,371725.7447500001,405193.26144145336,PrimaryCore,Servicer data is stale; panel update is newer.
LN002453,2025-05-01,current_balance,238796.3307222221,225262.0546878256,PrimaryCore,Servicer data is stale; panel update is newer.
LN002461,2025-05-01,current_balance,364841.6706666666,332143.7089801212,PrimaryCore,Servicer data is stale; panel update is newer.
LN002470,2025-05-01,current_balance,310745.3477499998,334450.4671523757,PrimaryCore,Servicer data is stale; panel update is newer.
LN002480,2025-03-01,current_balance,210939.0813333333,213885.54624151072,PrimaryCore,Servicer data is stale; panel update is newer.
LN002484,2025-04-01,current_balance,266952.3538333335,285340.8716228897,PrimaryCore,Servicer data is stale; panel update is newer.
LN002493,2025-05-01,current_balance,227614.0426388892,224998.06774358504,PrimaryCore,Servicer data is stale; panel update is newer.
LN002493,2025-06-01,current_balance,226946.55277777804,248361.2090608421,PrimaryCore,Servicer data is stale; panel update is newer.
LN002502,2025-06-01,current_balance,227967.340583333,231938.2826192625,PrimaryCore,Servicer data is stale; panel update is newer.
LN002506,2025-01-01,current_balance,318086.8385555556,299690.15535022254,PrimaryCore,Servicer data is stale; panel update is newer.
LN002510,2025-01-01,current_balance,192134.73694444448,185513.7346074239,PrimaryCore,Servicer data is stale; panel update is newer.
LN002525,2025-01-01,current_balance,279219.4142222222,298313.7838268394,PrimaryCore,Servicer data is stale; panel update is newer.
LN002525,2025-05-01,current_balance,276046.46633333334,257329.66879150565,PrimaryCore,Servicer data is stale; panel update is newer.
LN002529,2025-04-01,current_balance,319246.7211111107,288409.55477921147,PrimaryCore,Servicer data is stale; panel update is newer.
LN002541,2025-03-01,current_balance,184735.9693333331,190264.29523840157,PrimaryCore,Servicer data is stale; panel update is newer.
LN002541,2025-06-01,current_balance,183124.89983333307,190966.23356327927,PrimaryCore,Servicer data is stale; panel update is newer.
LN002547,2025-01-01,current_balance,381191.5651111112,361227.9745283956,PrimaryCore,Servicer data is stale; panel update is newer.
LN002547,2025-02-01,current_balance,380050.2730000001,359196.86641468003,PrimaryCore,Servicer data is stale; panel update is newer.
LN002550,2025-03-01,current_balance,222894.21877777792,243656.07873195305,PrimaryCore,Servicer data is stale; panel update is newer.
LN002554,2025-04-01,current_balance,207798.12008333343,203953.65036427957,PrimaryCore,Servicer data is stale; panel update is newer.
LN002566,2025-03-01,current_balance,136790.10933333315,142538.7813101977,PrimaryCore,Servicer data is stale; panel update is newer.
LN002582,2025-05-01,current_balance,456714.26052777824,501990.78358632006,PrimaryCore,Servicer data is stale; panel update is newer.
LN002587,2025-01-01,current_balance,301081.3446666666,277125.40171652165,PrimaryCore,Servicer data is stale; panel update is newer.
LN002597,2025-03-01,current_balance,271832.7747777783,276022.7287629574,PrimaryCore,Servicer data is stale; panel update is newer.
LN002597,2025-06-01,current_balance,269412.89844444505,242508.13182436468,PrimaryCore,Servicer data is stale; panel update is newer.
LN002599,2025-01-01,current_balance,265200.5684999995,287378.33183781395,PrimaryCore,Servicer data is stale; panel update is newer.
LN002618,2025-01-01,current_balance,245752.67124999987,249609.2356142099,PrimaryCore,Servicer data is stale; panel update is newer.
LN002619,2025-04-01,current_balance,255361.61316666665,249584.9986072514,PrimaryCore,Servicer data is stale; panel update is newer.
LN002639,2025-01-01,current_balance,379332.8009999996,411288.6727990636,PrimaryCore,Servicer data is stale; panel update is newer.
LN002644,2025-04-01,current_balance,323751.82791666646,312735.6717358806,PrimaryCore,Servicer data is stale; panel update is newer.
LN002645,2025-04-01,current_balance,431835.634222223,434528.6761124881,PrimaryCore,Servicer data is stale; panel update is newer.
LN002645,2025-06-01,current_balance,429202.490111112,405353.6675258965,PrimaryCore,Servicer data is stale; panel update is newer.
LN002650,2025-02-01,current_balance,308973.62699999975,302227.918446074,PrimaryCore,Servicer data is stale; panel update is newer.
LN002654,2025-01-01,current_balance,177434.3299444443,160978.61460781295,PrimaryCore,Servicer data is stale; panel update is newer.
LN002654,2025-05-01,current_balance,175334.5153888887,175494.13226274235,PrimaryCore,Servicer data is stale; panel update is newer.
LN002657,2025-02-01,current_balance,206405.7464444445,192236.89737541543,PrimaryCore,Servicer data is stale; panel update is newer.
LN002657,2025-05-01,current_balance,204573.74277777784,189868.11025091945,PrimaryCore,Servicer data is stale; panel update is newer.
LN002659,2025-05-01,current_balance,205834.4568888888,196049.7879654764,PrimaryCore,Servicer data is stale; panel update is newer.
LN002664,2025-02-01,current_balance,168388.16622222224,177122.37612010835,PrimaryCore,Servicer data is stale; panel update is newer.
LN002668,2025-02-01,current_balance,311012.3194444447,324670.7021146375,PrimaryCore,Servicer data is stale; panel update is newer.
LN002671,2025-03-01,current_balance,199167.8687777778,207725.4459920952,PrimaryCore,Servicer data is stale; panel update is newer.
LN002671,2025-04-01,current_balance,198608.40847222225,192805.26375453657,PrimaryCore,Servicer data is stale; panel update is newer.
LN002675,2025-05-01,current_balance,434100.9688888887,417103.40701260936,PrimaryCore,Servicer data is stale; panel update is newer.
LN002680,2025-01-01,current_balance,354708.984916667,366779.0869224695,PrimaryCore,Servicer data is stale; panel update is newer.
LN002683,2025-06-01,current_balance,369090.9993333336,403157.2527871771,PrimaryCore,Servicer data is stale; panel update is newer.
LN002684,2025-03-01,current_balance,398445.66244444455,366976.02660668176,PrimaryCore,Servicer data is stale; panel update is newer.
LN002685,2025-01-01,current_balance,139075.11555555562,142066.59668890224,PrimaryCore,Servicer data is stale; panel update is newer.
LN002697,2025-01-01,current_balance,269531.4394444446,261377.7049287969,PrimaryCore,Servicer data is stale; panel update is newer.
LN002697,2025-04-01,current_balance,267153.2208611113,244935.21586136552,PrimaryCore,Servicer data is stale; panel update is newer.
LN002698,2025-02-01,current_balance,550947.2213333338,552498.426815472,PrimaryCore,Servicer data is stale; panel update is newer.
LN002705,2025-06-01,current_balance,288488.148,278903.5703880967,PrimaryCore,Servicer data is stale; panel update is newer.
LN002713,2025-01-01,current_balance,416400.7069444438,399117.29268150334,PrimaryCore,Servicer data is stale; panel update is newer.
LN002726,2025-01-01,current_balance,207964.12611111096,220703.71789990668,PrimaryCore,Servicer data is stale; panel update is newer.
LN002728,2025-01-01,current_balance,335141.42024999985,303050.5322292029,PrimaryCore,Servicer data is stale; panel update is newer.
LN002728,2025-04-01,current_balance,332276.9636666665,360738.2298380242,PrimaryCore,Servicer data is stale; panel update is newer.
LN002731,2025-02-01,current_balance,281812.30402777763,267731.34074897924,PrimaryCore,Servicer data is stale; panel update is newer.
LN002735,2025-01-01,current_balance,202605.0873611112,194101.088989324,PrimaryCore,Servicer data is stale; panel update is newer.
LN002741,2025-04-01,current_balance,374212.5075,403376.2299858875,PrimaryCore,Servicer data is stale; panel update is newer.
LN002743,2025-01-01,current_balance,250354.4518611112,268050.0130724744,PrimaryCore,Servicer data is stale; panel update is newer.
LN002750,2025-05-01,current_balance,133511.38766666636,134200.41177853988,PrimaryCore,Servicer data is stale; panel update is newer.
LN002765,2025-04-01,current_balance,245013.6830555556,238570.98832497437,PrimaryCore,Servicer data is stale; panel update is newer.
LN002773,2025-03-01,current_balance,314862.17366666696,346009.77125006384,PrimaryCore,Servicer data is stale; panel update is newer.
LN002787,2025-01-01,current_balance,303760.5987222225,294336.04259834776,PrimaryCore,Servicer data is stale; panel update is newer.
LN002787,2025-02-01,current_balance,302882.67791666696,295228.2036486542,PrimaryCore,Servicer data is stale; panel update is newer.
LN002796,2025-06-01,current_balance,203271.9491666665,204239.9653639459,PrimaryCore,Servicer data is stale; panel update is newer.
LN002804,2025-01-01,current_balance,142177.65777777776,131322.59511230804,PrimaryCore,Servicer data is stale; panel update is newer.
LN002805,2025-04-01,current_balance,430845.5775000001,427056.20835542784,PrimaryCore,Servicer data is stale; panel update is newer.
LN002813,2025-02-01,current_balance,298993.34352777764,298704.18913264706,PrimaryCore,Servicer data is stale; panel update is newer.
LN002824,2025-01-01,current_balance,322356.2836666666,346553.72826755955,PrimaryCore,Servicer data is stale; panel update is newer.
LN002840,2025-06-01,current_balance,311302.9516666663,294839.8011622381,PrimaryCore,Servicer data is stale; panel update is newer.
LN002845,2025-04-01,current_balance,124713.23555555556,127560.02217658445,PrimaryCore,Servicer data is stale; panel update is newer.
LN002846,2025-02-01,current_balance,321095.4756666666,296848.1399904819,PrimaryCore,Servicer data is stale; panel update is newer.
LN002849,2025-03-01,current_balance,217811.42502777764,234814.8618178828,PrimaryCore,Servicer data is stale; panel update is newer.
LN002864,2025-01-01,current_balance,422474.0115555558,400833.33560173307,PrimaryCore,Servicer data is stale; panel update is newer.
LN002873,2025-06-01,current_balance,259120.7419999999,264954.38615756016,PrimaryCore,Servicer data is stale; panel update is newer.
LN002885,2025-04-01,current_balance,323639.9461111116,309433.4217346625,PrimaryCore,Servicer data is stale; panel update is newer.
LN002890,2025-04-01,current_balance,293818.8263888891,305649.0620537954,PrimaryCore,Servicer data is stale; panel update is newer.
LN002899,2025-02-01,current_balance,385429.296138889,418686.5949705656,PrimaryCore,Servicer data is stale; panel update is newer.
LN002905,2025-01-01,current_balance,242227.40177777776,251622.6564877495,PrimaryCore,Servicer data is stale; panel update is newer.
LN002910,2025-05-01,current_balance,158143.0946666668,158063.8267988451,PrimaryCore,Servicer data is stale; panel update is newer.
LN002922,2025-06-01,current_balance,274134.61327777826,290413.5340236266,PrimaryCore,Servicer data is stale; panel update is newer.
LN002923,2025-03-01,current_balance,290660.9123888885,273193.48378050013,PrimaryCore,Servicer data is stale; panel update is newer.
LN002931,2025-03-01,current_balance,166010.68611111096,166720.5005571258,PrimaryCore,Servicer data is stale; panel update is newer.
LN002934,2025-02-01,current_balance,220394.31744444472,203831.25116764137,PrimaryCore,Servicer data is stale; panel update is newer.
LN002935,2025-01-01,current_balance,171298.68949999983,164542.10814475687,PrimaryCore,Servicer data is stale; panel update is newer.
LN002936,2025-03-01,current_balance,321160.8030000004,314207.600232726,PrimaryCore,Servicer data is stale; panel update is newer.
LN002936,2025-06-01,current_balance,318318.6720000005,287429.676863535,PrimaryCore,Servicer data is stale; panel update is newer.
LN002938,2025-05-01,current_balance,257867.80625,278102.0399677244,PrimaryCore,Servicer data is stale; panel update is newer.
LN002953,2025-02-01,current_balance,314133.91599999985,341301.0383986395,PrimaryCore,Servicer data is stale; panel update is newer.
LN002954,2025-04-01,current_balance,314201.92688888893,283456.902911792,PrimaryCore,Servicer data is stale; panel update is newer.
LN002958,2025-01-01,current_balance,315304.0171944447,298254.2865345916,PrimaryCore,Servicer data is stale; panel update is newer.
LN002973,2025-01-01,current_balance,162879.26408333317,169398.60235218477,PrimaryCore,Servicer data is stale; panel update is newer.
LN002985,2025-03-01,current_balance,200227.6321111114,183026.31037918912,PrimaryCore,Servicer data is stale; panel update is newer.
LN002985,2025-05-01,current_balance,198983.9822222225,182728.54692028428,PrimaryCore,Servicer data is stale; panel update is newer.
LN002992,2025-02-01,current_balance,386194.0915,394704.0049115808,PrimaryCore,Servicer data is stale; panel update is newer.
LN002993,2025-03-01,current_balance,127034.8996388888,134022.1814013853,PrimaryCore,Servicer data is stale; panel update is newer.
LN003001,2025-01-01,current_balance,307040.55416666606,292200.7050699783,PrimaryCore,Servicer data is stale; panel update is newer.
LN003001,2025-04-01,current_balance,304206.333666666,276182.7093666935,PrimaryCore,Servicer data is stale; panel update is newer.
LN003002,2025-02-01,current_balance,372484.6171666667,363370.4071816481,PrimaryCore,Servicer data is stale; panel update is newer.
LN003005,2025-03-01,current_balance,316576.91466666653,338835.6780116725,PrimaryCore,Servicer data is stale; panel update is newer.
LN003007,2025-02-01,current_balance,363543.97858333326,337635.9454354341,PrimaryCore,Servicer data is stale; panel update is newer.
LN003023,2025-02-01,current_balance,312775.99199999974,287118.7578399597,PrimaryCore,Servicer data is stale; panel update is newer.
LN003027,2025-01-01,current_balance,356101.8337500002,378850.8936570877,PrimaryCore,Servicer data is stale; panel update is newer.
LN003030,2025-04-01,current_balance,459441.004166667,447162.7436320605,PrimaryCore,Servicer data is stale; panel update is newer.
LN003034,2025-04-01,current_balance,326657.8113888887,355247.08201551705,PrimaryCore,Servicer data is stale; panel update is newer.
LN003036,2025-04-01,current_balance,262423.55980555527,284307.1911120448,PrimaryCore,Servicer data is stale; panel update is newer.
LN003038,2025-01-01,current_balance,308668.80383333337,315814.69585777406,PrimaryCore,Servicer data is stale; panel update is newer.
LN003059,2025-04-01,current_balance,422872.11022222246,391166.2903402512,PrimaryCore,Servicer data is stale; panel update is newer.
LN003066,2025-03-01,current_balance,111579.06144444452,102308.49417711326,PrimaryCore,Servicer data is stale; panel update is newer.
LN003067,2025-01-01,current_balance,265243.329,288247.71512436104,PrimaryCore,Servicer data is stale; panel update is newer.
LN003067,2025-02-01,current_balance,264487.65,254021.01297053372,PrimaryCore,Servicer data is stale; panel update is newer.
LN003076,2025-06-01,current_balance,185427.55311111128,171267.95717473532,PrimaryCore,Servicer data is stale; panel update is newer.
LN003078,2025-02-01,current_balance,325726.49505555595,309742.904067457,PrimaryCore,Servicer data is stale; panel update is newer.
LN003082,2025-06-01,current_balance,288002.65911111044,312918.26175307814,PrimaryCore,Servicer data is stale; panel update is newer.
LN003086,2025-06-01,current_balance,231638.4726111108,212311.62171370583,PrimaryCore,Servicer data is stale; panel update is newer.
LN003088,2025-01-01,current_balance,352830.4661388894,385593.0687996977,PrimaryCore,Servicer data is stale; panel update is newer.
LN003089,2025-05-01,current_balance,243660.2166666668,248452.07101540331,PrimaryCore,Servicer data is stale; panel update is newer.
LN003090,2025-06-01,current_balance,245936.5700000001,231005.0277397983,PrimaryCore,Servicer data is stale; panel update is newer.
LN003091,2025-04-01,current_balance,364765.25186111085,396871.9148184806,PrimaryCore,Servicer data is stale; panel update is newer.
LN003101,2025-03-01,current_balance,238868.3922222221,224443.0030375253,PrimaryCore,Servicer data is stale; panel update is newer.
LN003101,2025-04-01,current_balance,238174.007361111,238487.95537978303,PrimaryCore,Servicer data is stale; panel update is newer.
LN003105,2025-02-01,current_balance,240251.41738888883,220112.1918094556,PrimaryCore,Servicer data is stale; panel update is newer.
LN003105,2025-03-01,current_balance,239546.8677777777,225062.98779289427,PrimaryCore,Servicer data is stale; panel update is newer.
LN003107,2025-03-01,current_balance,376760.3123333333,384226.16163683473,PrimaryCore,Servicer data is stale; panel update is newer.
LN003132,2025-06-01,current_balance,353268.61366666685,329001.3401185256,PrimaryCore,Servicer data is stale; panel update is newer.
LN003141,2025-02-01,current_balance,401403.8266666669,426126.9578314125,PrimaryCore,Servicer data is stale; panel update is newer.
LN003162,2025-01-01,current_balance,241513.3805555557,227345.9362698386,PrimaryCore,Servicer data is stale; panel update is newer.
LN003180,2025-03-01,current_balance,322558.6790833333,345270.9624506042,PrimaryCore,Servicer data is stale; panel update is newer.
LN003184,2025-03-01,current_balance,413872.6349999997,412435.375705673,PrimaryCore,Servicer data is stale; panel update is newer.
LN003185,2025-03-01,current_balance,114878.30255555554,104040.96394806328,PrimaryCore,Servicer data is stale; panel update is newer.
LN003193,2025-01-01,current_balance,370428.9777222219,400846.7962450524,PrimaryCore,Servicer data is stale; panel update is newer.
LN003205,2025-01-01,current_balance,174467.67975000004,166510.68947799393,PrimaryCore,Servicer data is stale; panel update is newer.
LN003220,2025-06-01,current_balance,191811.3697499997,182715.178388203,PrimaryCore,Servicer data is stale; panel update is newer.
LN003225,2025-06-01,current_balance,300862.94733333244,322265.0146158094,PrimaryCore,Servicer data is stale; panel update is newer.
LN003230,2025-06-01,current_balance,321243.8599999993,346444.2141054839,PrimaryCore,Servicer data is stale; panel update is newer.
LN003234,2025-04-01,current_balance,253527.80400000053,257031.38522751263,PrimaryCore,Servicer data is stale; panel update is newer.
