loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_state,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,exception_required,exception_type
LN000655,14,2023-04-01,2022-03-01,13,347,298080.44,286488.4228888888,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-04-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN000655,15,2023-05-01,2022-03-01,14,346,298080.44,285660.4216666666,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-05-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN000655,16,2023-06-01,2022-03-01,15,345,298080.44,284832.42044444435,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-06-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN000655,17,2023-07-01,2022-03-01,16,344,298080.44,284004.4192222221,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-07-16,PrimaryCore,Complete,Current,1,1,0,0,0,None
LN000655,18,2023-08-01,2022-03-01,17,343,298080.44,283176.4179999999,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-08-16,PrimaryCore,Complete,Current,1,1,0,0,0,None
LN000655,19,2023-09-01,2022-03-01,18,342,298080.44,282348.41677777766,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-09-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,None
LN000655,20,2023-10-01,2022-03-01,19,341,298080.44,281520.41555555543,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,30 DPD,30,False,False,False,None,2023-10-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,None
LN000655,21,2023-11-01,2022-03-01,20,340,298080.44,280692.4143333332,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,30 DPD,30,False,False,False,None,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000655,22,2023-12-01,2022-03-01,21,339,298080.44,279864.413111111,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000655,23,2024-01-01,2022-03-01,22,338,298080.44,279036.41188888875,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000655,24,2024-02-01,2022-03-01,23,337,298080.44,278208.4106666665,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000655,25,2024-03-01,2022-03-01,24,336,298080.44,277380.4094444443,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000655,26,2024-04-01,2022-03-01,25,335,298080.44,276552.40822222206,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000655,27,2024-05-01,2022-03-01,26,334,298080.44,275724.40699999983,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-05-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN000655,28,2024-06-01,2022-03-01,27,333,298080.44,274896.4057777776,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Current,0,0,0,1,0,None
LN000655,29,2024-07-01,2022-03-01,28,332,298080.44,274068.4045555554,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-07-16,PrimaryCore,Complete,Current,0,0,0,1,0,None
LN000655,30,2024-08-01,2022-03-01,29,331,298080.44,273240.40333333315,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Missing_Doc,Current,0,1,0,0,0,None
LN000655,31,2024-09-01,2022-03-01,30,330,298080.44,272412.4021111109,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Missing_Doc,Current,0,1,0,0,0,None
LN000655,32,2024-10-01,2022-03-01,31,329,298080.44,271584.4008888887,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN000655,33,2024-11-01,2022-03-01,32,328,298080.44,270756.39966666646,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Complete,Current,1,1,0,0,0,None
LN000655,34,2024-12-01,2022-03-01,33,327,298080.44,269928.39844444423,6.333,650-699,60-70%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,1,1,0,0,0,None
LN000656,1,2024-03-01,2024-03-01,0,360,306651.83,305800.0193611111,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,None
LN000656,2,2024-04-01,2024-03-01,1,359,306651.83,304948.2087222222,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer A,30 DPD,30,False,False,False,None,2024-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000656,3,2024-05-01,2024-03-01,2,358,306651.83,304096.3980833333,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000656,4,2024-06-01,2024-03-01,3,357,306651.83,303244.58744444436,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000656,5,2024-07-01,2024-03-01,4,356,306651.83,302392.77680555545,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000656,6,2024-08-01,2024-03-01,5,355,306651.83,301540.96616666653,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000656,7,2024-09-01,2024-03-01,6,354,306651.83,300689.1555277776,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000656,8,2024-10-01,2024-03-01,7,353,306651.83,299837.3448888887,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000656,9,2024-11-01,2024-03-01,8,352,306651.83,298985.5342499998,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN000656,10,2024-12-01,2024-03-01,9,351,306651.83,298133.7236111109,5.697,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000657,1,2024-05-01,2024-05-01,0,360,236793.92,236136.15911111113,3.789,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000657,2,2024-06-01,2024-05-01,1,359,236793.92,235478.39822222225,3.789,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000657,3,2024-07-01,2024-05-01,2,358,236793.92,234820.63733333338,3.789,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000657,4,2024-08-01,2024-05-01,3,357,236793.92,234162.8764444445,3.789,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000657,5,2024-09-01,2024-05-01,4,356,236793.92,233505.11555555562,3.789,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000657,6,2024-10-01,2024-05-01,5,355,236793.92,232847.35466666674,3.789,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN000657,7,2024-11-01,2024-05-01,6,354,236793.92,232189.59377777786,3.789,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000657,8,2024-12-01,2024-05-01,7,353,236793.92,231531.83288888898,3.789,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,0,0,0,0,1,balance_mismatch
LN000658,1,2024-08-01,2024-08-01,0,360,268809.8,268063.1061111111,5.419,700-749,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000658,2,2024-09-01,2024-08-01,1,359,268809.8,267316.41222222225,5.419,700-749,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000658,3,2024-10-01,2024-08-01,2,358,268809.8,266569.7183333334,5.419,700-749,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000658,4,2024-11-01,2024-08-01,3,357,268809.8,265823.0244444445,5.419,700-749,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000658,5,2024-12-01,2024-08-01,4,356,268809.8,265076.33055555564,5.419,700-749,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,1,2023-07-01,2023-07-01,0,360,351323.24,350347.3421111111,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,2,2023-08-01,2023-07-01,1,359,351323.24,349371.4442222222,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,3,2023-09-01,2023-07-01,2,358,351323.24,348395.5463333333,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,4,2023-10-01,2023-07-01,3,357,351323.24,347419.6484444444,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,5,2023-11-01,2023-07-01,4,356,351323.24,346443.7505555555,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-11-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN000659,6,2023-12-01,2023-07-01,5,355,351323.24,345467.8526666666,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,7,2024-01-01,2023-07-01,6,354,351323.24,344491.9547777777,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,8,2024-02-01,2023-07-01,7,353,351323.24,343516.0568888888,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,9,2024-03-01,2023-07-01,8,352,351323.24,342540.1589999999,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,10,2024-04-01,2023-07-01,9,351,351323.24,341564.26111111103,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,11,2024-05-01,2023-07-01,10,350,351323.24,340588.36322222213,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,12,2024-06-01,2023-07-01,11,349,351323.24,339612.46533333324,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,13,2024-07-01,2023-07-01,12,348,351323.24,338636.56744444434,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,14,2024-08-01,2023-07-01,13,347,351323.24,337660.66955555545,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,15,2024-09-01,2023-07-01,14,346,351323.24,336684.77166666655,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,16,2024-10-01,2023-07-01,15,345,351323.24,335708.87377777766,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN000659,17,2024-11-01,2023-07-01,16,344,351323.24,334732.97588888876,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000659,18,2024-12-01,2023-07-01,17,343,351323.24,333757.07799999986,4.76,800+,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000660,1,2023-09-01,2023-09-01,0,360,99151.63,98876.20880555557,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000660,2,2023-10-01,2023-09-01,1,359,99151.63,98600.78761111113,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000660,3,2023-11-01,2023-09-01,2,358,99151.63,98325.36641666669,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000660,4,2023-12-01,2023-09-01,3,357,99151.63,98049.94522222225,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000660,5,2024-01-01,2023-09-01,4,356,99151.63,97774.5240277778,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000660,6,2024-02-01,2023-09-01,5,355,99151.63,97499.10283333337,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000660,7,2024-03-01,2023-09-01,6,354,99151.63,97223.68163888893,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000660,8,2024-04-01,2023-09-01,7,353,99151.63,96948.26044444449,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-04-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,None
LN000660,9,2024-05-01,2023-09-01,8,352,99151.63,0.0,4.422,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family,Servicer A,Prepaid,0,False,True,False,None,2024-05-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,None
LN000661,1,2022-05-01,2022-05-01,0,360,268271.14,267525.9423888889,3.821,650-699,70-80%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2022-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000661,2,2022-06-01,2022-05-01,1,359,268271.14,266780.7447777778,3.821,650-699,70-80%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000661,3,2022-07-01,2022-05-01,2,358,268271.14,266035.5471666667,3.821,650-699,70-80%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2022-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000661,4,2022-08-01,2022-05-01,3,357,268271.14,265290.3495555556,3.821,650-699,70-80%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000661,5,2022-09-01,2022-05-01,4,356,268271.14,264545.1519444445,3.821,650-699,70-80%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-09-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,None
LN000661,6,2022-10-01,2022-05-01,5,355,268271.14,0.0,3.821,650-699,70-80%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Prepaid,0,False,True,False,None,2022-10-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,None
LN000662,1,2023-06-01,2023-06-01,0,360,368790.0,367765.5833333333,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer B,Current,0,False,False,False,None,2023-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,2,2023-07-01,2023-06-01,1,359,368790.0,366741.1666666666,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2023-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,3,2023-08-01,2023-06-01,2,358,368790.0,365716.74999999994,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2023-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,4,2023-09-01,2023-06-01,3,357,368790.0,364692.33333333326,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer C,Current,0,False,False,False,None,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,5,2023-10-01,2023-06-01,4,356,368790.0,363667.91666666657,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer C,Current,0,False,False,False,None,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,6,2023-11-01,2023-06-01,5,355,368790.0,362643.4999999999,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer C,Current,0,False,False,False,None,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,7,2023-12-01,2023-06-01,6,354,368790.0,361619.0833333332,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer C,Current,0,False,False,False,None,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,8,2024-01-01,2023-06-01,7,353,368790.0,360594.6666666665,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN000662,9,2024-02-01,2023-06-01,8,352,368790.0,359570.2499999998,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,10,2024-03-01,2023-06-01,9,351,368790.0,358545.83333333314,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,11,2024-04-01,2023-06-01,10,350,368790.0,357521.41666666645,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2024-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,12,2024-05-01,2023-06-01,11,349,368790.0,356496.99999999977,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer B,Current,0,False,False,False,None,2024-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,13,2024-06-01,2023-06-01,12,348,368790.0,355472.5833333331,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,14,2024-07-01,2023-06-01,13,347,368790.0,354448.1666666664,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer C,Current,0,False,False,False,None,2024-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,15,2024-08-01,2023-06-01,14,346,368790.0,353423.7499999997,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer B,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,16,2024-09-01,2023-06-01,15,345,368790.0,352399.333333333,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,17,2024-10-01,2023-06-01,16,344,368790.0,351374.91666666634,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer B,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,18,2024-11-01,2023-06-01,17,343,368790.0,350350.49999999965,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer C,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000662,19,2024-12-01,2023-06-01,18,342,368790.0,349326.08333333296,5.182,700-749,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Condo,Servicer C,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000663,1,2024-04-01,2024-04-01,0,360,464072.89,462783.7986388889,4.601,700-749,60-70%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,30 DPD,30,False,False,False,None,2024-04-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,None
LN000663,2,2024-05-01,2024-04-01,1,359,464072.89,461494.70727777784,4.601,700-749,60-70%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,30 DPD,30,False,False,False,None,2024-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000663,3,2024-06-01,2024-04-01,2,358,464072.89,460205.61591666675,4.601,700-749,60-70%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000663,4,2024-07-01,2024-04-01,3,357,464072.89,458916.52455555566,4.601,700-749,60-70%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000663,5,2024-08-01,2024-04-01,4,356,464072.89,457627.4331944446,4.601,700-749,60-70%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000663,6,2024-09-01,2024-04-01,5,355,464072.89,456338.3418333335,4.601,700-749,60-70%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN000663,7,2024-10-01,2024-04-01,6,354,464072.89,455049.2504722224,4.601,700-749,60-70%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
