loan_id,reporting_month,current_balance,current_status,last_updated_at,source_system
LN000980,2025-05-01,183219.18377282022,Current,2025-05-11,ServicerSecondary
LN000595,2025-02-01,329976.3325630058,Current,2025-02-11,ServicerSecondary
LN004125,2025-05-01,309162.1926953323,Current,2025-05-11,ServicerSecondary
LN004826,2025-06-01,306709.15449740004,Current,2025-06-11,ServicerSecondary
LN001862,2025-05-01,167811.18054152175,Current,2025-05-11,ServicerSecondary
LN000800,2025-02-01,258508.596963127,Current,2025-02-11,ServicerSecondary
LN002257,2025-02-01,180336.08503943874,Current,2025-02-11,ServicerSecondary
LN001332,2025-02-01,204654.54790183634,Current,2025-02-11,ServicerSecondary
LN000541,2025-01-01,380013.8894933965,Current,2025-01-11,ServicerSecondary
LN003736,2025-02-01,331158.9139583022,Current,2025-02-11,ServicerSecondary
LN004549,2025-06-01,320858.19759346417,Current,2025-06-11,ServicerSecondary
LN004090,2025-02-01,345178.5111462778,Current,2025-02-11,ServicerSecondary
LN002683,2025-06-01,403157.2527871771,Current,2025-06-11,ServicerSecondary
LN004421,2025-01-01,269897.124576771,Current,2025-01-11,ServicerSecondary
LN001895,2025-02-01,233169.15410422115,Current,2025-02-11,ServicerSecondary
LN003462,2025-04-01,231189.61698276442,Current,2025-04-11,ServicerSecondary
LN000435,2025-05-01,304806.3437291105,Current,2025-05-11,ServicerSecondary
LN004050,2025-02-01,151577.89961858664,Current,2025-02-11,ServicerSecondary
LN002953,2025-02-01,341301.0383986395,Current,2025-02-11,ServicerSecondary
LN001761,2025-02-01,284893.8916361196,Current,2025-02-11,ServicerSecondary
LN004171,2025-05-01,237389.693294668,Current,2025-05-11,ServicerSecondary
LN001991,2025-06-01,291544.3357462943,Current,2025-06-11,ServicerSecondary
LN000110,2025-05-01,237835.64355416072,Current,2025-05-11,ServicerSecondary
LN003431,2025-06-01,424775.8685272292,Current,2025-06-11,ServicerSecondary
LN002644,2025-04-01,312735.6717358806,Current,2025-04-11,ServicerSecondary
LN001152,2025-03-01,300781.3047646772,Current,2025-03-11,ServicerSecondary
LN003472,2025-05-01,321369.5567775348,Current,2025-05-11,ServicerSecondary
LN004732,2025-02-01,176264.9103026482,Current,2025-02-11,ServicerSecondary
LN002728,2025-01-01,303050.5322292029,Current,2025-01-11,ServicerSecondary
LN003782,2025-04-01,390368.6375437391,Current,2025-04-11,ServicerSecondary
LN004150,2025-04-01,187685.9814876382,Current,2025-04-11,ServicerSecondary
LN004098,2025-02-01,342797.6649889645,Current,2025-02-11,ServicerSecondary
LN002618,2025-01-01,249609.2356142099,Current,2025-01-11,ServicerSecondary
LN002936,2025-06-01,287429.676863535,Current,2025-06-11,ServicerSecondary
LN001864,2025-04-01,290842.5227270548,Current,2025-04-11,ServicerSecondary
LN001094,2025-02-01,311917.46162978484,Current,2025-02-11,ServicerSecondary
LN004045,2025-01-01,0.0,Default,2025-01-11,ServicerSecondary
LN000824,2025-04-01,316577.4247296227,Current,2025-04-11,ServicerSecondary
LN004661,2025-03-01,151970.7715188499,Current,2025-03-11,ServicerSecondary
LN002226,2025-06-01,182945.90987258166,Current,2025-06-11,ServicerSecondary
LN000804,2025-05-01,251159.61991613056,Current,2025-05-11,ServicerSecondary
LN002805,2025-04-01,427056.20835542784,Current,2025-04-11,ServicerSecondary
LN003967,2025-05-01,380429.06513313815,Current,2025-05-11,ServicerSecondary
LN003030,2025-04-01,447162.7436320605,Current,2025-04-11,ServicerSecondary
LN002931,2025-03-01,166720.5005571258,Current,2025-03-11,ServicerSecondary
LN000708,2025-05-01,230872.9987663319,Current,2025-05-11,ServicerSecondary
LN000307,2025-03-01,391470.6277964779,Current,2025-03-11,ServicerSecondary
LN002200,2025-06-01,311757.69294290966,Current,2025-06-11,ServicerSecondary
LN003408,2025-05-01,216812.44712972897,Current,2025-05-11,ServicerSecondary
LN000954,2025-05-01,329430.3965540656,Current,2025-05-11,ServicerSecondary
LN002347,2025-05-01,350148.71911874285,Current,2025-05-11,ServicerSecondary
LN001418,2025-05-01,197680.23673416267,Current,2025-05-11,ServicerSecondary
LN004883,2025-05-01,185010.53105315412,Current,2025-05-11,ServicerSecondary
LN001741,2025-01-01,339681.02547446627,30 DPD,2025-01-11,ServicerSecondary
LN002910,2025-05-01,158063.8267988451,Current,2025-05-11,ServicerSecondary
LN004707,2025-03-01,264399.550986354,Current,2025-03-11,ServicerSecondary
LN001914,2025-01-01,274329.084575232,Current,2025-01-11,ServicerSecondary
LN003642,2025-03-01,255679.15329935984,Current,2025-03-11,ServicerSecondary
LN000257,2025-04-01,255266.4805848714,Current,2025-04-11,ServicerSecondary
LN003803,2025-02-01,395071.6365971975,Current,2025-02-11,ServicerSecondary
LN004701,2025-06-01,340771.2724554416,Current,2025-06-11,ServicerSecondary
LN002654,2025-05-01,175494.13226274235,60 DPD,2025-05-11,ServicerSecondary
LN004292,2025-05-01,368870.9126155325,Current,2025-05-11,ServicerSecondary
LN000219,2025-04-01,107134.501665497,Current,2025-04-11,ServicerSecondary
LN002743,2025-01-01,268050.0130724744,Current,2025-01-11,ServicerSecondary
LN001913,2025-05-01,298944.7408630865,Current,2025-05-11,ServicerSecondary
LN004254,2025-05-01,347597.9723250339,Current,2025-05-11,ServicerSecondary
LN004515,2025-01-01,297312.05800965196,Current,2025-01-11,ServicerSecondary
LN000826,2025-04-01,575280.5121888993,Current,2025-04-11,ServicerSecondary
LN003846,2025-03-01,280190.56339342834,90+ DPD,2025-03-11,ServicerSecondary
LN003066,2025-03-01,102308.49417711326,Current,2025-03-11,ServicerSecondary
LN003464,2025-02-01,355993.95893668476,60 DPD,2025-02-11,ServicerSecondary
LN001748,2025-02-01,299662.5810847788,Current,2025-02-11,ServicerSecondary
LN003753,2025-03-01,370899.8757803034,Current,2025-03-11,ServicerSecondary
LN000229,2025-01-01,266486.75499770715,Current,2025-01-11,ServicerSecondary
LN002726,2025-01-01,220703.71789990668,Current,2025-01-11,ServicerSecondary
LN003264,2025-03-01,359611.94027462567,Current,2025-03-11,ServicerSecondary
LN001165,2025-01-01,365766.1901914455,Current,2025-01-11,ServicerSecondary
LN002232,2025-02-01,405086.6421890878,Current,2025-02-11,ServicerSecondary
LN000796,2025-06-01,221751.0512703542,Current,2025-06-11,ServicerSecondary
LN003718,2025-04-01,322514.99622488394,90+ DPD,2025-04-11,ServicerSecondary
LN001332,2025-03-01,171912.0595799903,Current,2025-03-11,ServicerSecondary
LN001300,2025-04-01,436956.26024813286,60 DPD,2025-04-11,ServicerSecondary
LN003409,2025-05-01,0.0,Prepaid,2025-05-11,ServicerSecondary
LN002525,2025-05-01,257329.66879150565,Current,2025-05-11,ServicerSecondary
LN001140,2025-03-01,256693.30593021913,Current,2025-03-11,ServicerSecondary
LN003361,2025-06-01,311751.58654808975,Current,2025-06-11,ServicerSecondary
LN004728,2025-05-01,131905.6284595189,Current,2025-05-11,ServicerSecondary
LN000716,2025-01-01,480792.55010717484,Current,2025-01-11,ServicerSecondary
LN004997,2025-03-01,182919.7259408268,Current,2025-03-11,ServicerSecondary
LN003948,2025-04-01,325260.52487484086,Current,2025-04-11,ServicerSecondary
LN002355,2025-01-01,183340.36363827987,Current,2025-01-11,ServicerSecondary
LN001001,2025-02-01,195018.39278520367,30 DPD,2025-02-11,ServicerSecondary
LN003162,2025-01-01,227345.9362698386,Current,2025-01-11,ServicerSecondary
LN004057,2025-01-01,131905.18731115884,Current,2025-01-11,ServicerSecondary
LN004875,2025-05-01,390273.7361997819,Current,2025-05-11,ServicerSecondary
LN001851,2025-01-01,312108.9447286802,Current,2025-01-11,ServicerSecondary
LN000655,2025-03-01,264362.3779033634,30 DPD,2025-03-11,ServicerSecondary
LN000146,2025-02-01,323966.56333083165,Current,2025-02-11,ServicerSecondary
LN001669,2025-06-01,168839.22412142347,Current,2025-06-11,ServicerSecondary
LN003090,2025-06-01,231005.0277397983,Current,2025-06-11,ServicerSecondary
LN001101,2025-01-01,0.0,Prepaid,2025-01-11,ServicerSecondary
LN002438,2025-03-01,0.0,Prepaid,2025-03-11,ServicerSecondary
LN000976,2025-02-01,327023.94959186297,Current,2025-02-11,ServicerSecondary
LN003845,2025-01-01,336732.4975999798,Current,2025-01-11,ServicerSecondary
LN004170,2025-05-01,376118.02285778534,60 DPD,2025-05-11,ServicerSecondary
LN001190,2025-01-01,291245.84487008705,Current,2025-01-11,ServicerSecondary
LN004436,2025-05-01,412795.4303157929,Current,2025-05-11,ServicerSecondary
LN002074,2025-05-01,199255.48865867566,Current,2025-05-11,ServicerSecondary
LN004550,2025-03-01,275373.87141764705,Current,2025-03-11,ServicerSecondary
LN004986,2025-06-01,0.0,Prepaid,2025-06-11,ServicerSecondary
LN003832,2025-04-01,379328.42474818503,Current,2025-04-11,ServicerSecondary
LN004762,2025-02-01,377359.8973436868,Current,2025-02-11,ServicerSecondary
LN000648,2025-03-01,425490.4250645192,Current,2025-03-11,ServicerSecondary
LN004490,2025-04-01,179935.95878078643,Current,2025-04-11,ServicerSecondary
LN000788,2025-06-01,141506.71188943132,30 DPD,2025-06-11,ServicerSecondary
LN002000,2025-02-01,418916.34351845115,Current,2025-02-11,ServicerSecondary
LN004821,2025-06-01,511428.1699133971,Current,2025-06-11,ServicerSecondary
LN002014,2025-01-01,244703.27263360153,Current,2025-01-11,ServicerSecondary
LN000962,2025-05-01,310949.5661734337,Current,2025-05-11,ServicerSecondary
LN001017,2025-02-01,291897.7182826309,Current,2025-02-11,ServicerSecondary
LN000871,2025-03-01,262066.28824597358,Current,2025-03-11,ServicerSecondary
LN001523,2025-05-01,343418.7408211652,Current,2025-05-11,ServicerSecondary
LN001920,2025-01-01,448978.7997699693,Current,2025-01-11,ServicerSecondary
LN004663,2025-04-01,318144.8958447768,Current,2025-04-11,ServicerSecondary
LN000404,2025-01-01,320719.7467186083,60 DPD,2025-01-11,ServicerSecondary
LN002845,2025-04-01,127560.02217658445,Current,2025-04-11,ServicerSecondary
LN003347,2025-02-01,220842.1602344142,Current,2025-02-11,ServicerSecondary
LN004809,2025-05-01,289494.3495435115,Current,2025-05-11,ServicerSecondary
LN002290,2025-02-01,355105.74935443525,Current,2025-02-11,ServicerSecondary
LN003972,2025-01-01,216836.69114439702,Current,2025-01-11,ServicerSecondary
LN001925,2025-02-01,226273.30960245646,Current,2025-02-11,ServicerSecondary
LN001244,2025-05-01,280403.17545908527,Current,2025-05-11,ServicerSecondary
LN002057,2025-01-01,244578.05971396415,Current,2025-01-11,ServicerSecondary
LN004033,2025-02-01,276446.65250907105,Current,2025-02-11,ServicerSecondary
LN001864,2025-01-01,294179.59898343275,Current,2025-01-11,ServicerSecondary
LN004170,2025-06-01,369520.11984893895,30 DPD,2025-06-11,ServicerSecondary
LN000782,2025-02-01,337149.6796550608,Current,2025-02-11,ServicerSecondary
LN002013,2025-06-01,355805.7718213709,Current,2025-06-11,ServicerSecondary
LN001912,2025-01-01,169224.89859299184,Current,2025-01-11,ServicerSecondary
LN004053,2025-05-01,382168.05770706356,Current,2025-05-11,ServicerSecondary
LN003405,2025-02-01,266750.9852455199,Current,2025-02-11,ServicerSecondary
LN003832,2025-06-01,368372.2500351107,Current,2025-06-11,ServicerSecondary
LN001637,2025-03-01,105525.91190223214,Current,2025-03-11,ServicerSecondary
LN001208,2025-03-01,369515.59390263504,Current,2025-03-11,ServicerSecondary
LN002033,2025-04-01,365411.8718081086,Current,2025-04-11,ServicerSecondary
LN000689,2025-05-01,246996.63781574165,Current,2025-05-11,ServicerSecondary
LN002645,2025-04-01,434528.6761124881,Current,2025-04-11,ServicerSecondary
LN002731,2025-02-01,267731.34074897924,Current,2025-02-11,ServicerSecondary
LN003185,2025-03-01,104040.96394806329,Current,2025-03-11,ServicerSecondary
LN000323,2025-06-01,140940.05823985089,Current,2025-06-11,ServicerSecondary
LN003687,2025-01-01,295989.3041555594,Current,2025-01-11,ServicerSecondary
LN000635,2025-01-01,218115.88089854096,Current,2025-01-11,ServicerSecondary
LN004282,2025-01-01,314884.5653957555,Current,2025-01-11,ServicerSecondary
LN000981,2025-04-01,245733.21326371157,Current,2025-04-11,ServicerSecondary
LN000423,2025-05-01,384638.77698783035,60 DPD,2025-05-11,ServicerSecondary
LN000455,2025-04-01,422982.96908592305,Current,2025-04-11,ServicerSecondary
LN000571,2025-05-01,126045.82436178678,Current,2025-05-11,ServicerSecondary
LN002202,2025-04-01,445269.74549594003,Current,2025-04-11,ServicerSecondary
LN001187,2025-05-01,232668.0602372853,30 DPD,2025-05-11,ServicerSecondary
LN002954,2025-04-01,283456.902911792,Current,2025-04-11,ServicerSecondary
LN002873,2025-06-01,264954.38615756016,Current,2025-06-11,ServicerSecondary
LN002566,2025-03-01,142538.7813101977,Current,2025-03-11,ServicerSecondary
LN000807,2025-06-01,218869.74924961248,Current,2025-06-11,ServicerSecondary
LN002453,2025-05-01,225262.05468782558,Current,2025-05-11,ServicerSecondary
LN004095,2025-05-01,168905.5491005951,Current,2025-05-11,ServicerSecondary
LN000560,2025-01-01,433838.45397377317,Current,2025-01-11,ServicerSecondary
LN002899,2025-02-01,418686.59497056564,Current,2025-02-11,ServicerSecondary
LN004383,2025-01-01,172465.41727137833,Current,2025-01-11,ServicerSecondary
LN000094,2025-02-01,413203.61723945825,Current,2025-02-11,ServicerSecondary
LN000745,2025-02-01,285930.1272021536,Current,2025-02-11,ServicerSecondary
LN003309,2025-01-01,396886.821967818,Current,2025-01-11,ServicerSecondary
LN004193,2025-01-01,364589.21537672903,Current,2025-01-11,ServicerSecondary
LN004083,2025-03-01,278002.7718494732,Current,2025-03-11,ServicerSecondary
LN002680,2025-01-01,366779.0869224695,Current,2025-01-11,ServicerSecondary
LN001094,2025-04-01,314926.4137375627,Current,2025-04-11,ServicerSecondary
LN000151,2025-01-01,212237.73901294108,Current,2025-01-11,ServicerSecondary
LN000093,2025-05-01,364863.7473743841,Current,2025-05-11,ServicerSecondary
LN004369,2025-05-01,328778.5540329042,Current,2025-05-11,ServicerSecondary
LN000170,2025-04-01,305314.92055439536,Current,2025-04-11,ServicerSecondary
LN002367,2025-04-01,162895.5456764988,Current,2025-04-11,ServicerSecondary
LN000035,2025-03-01,387283.8291939363,60 DPD,2025-03-11,ServicerSecondary
LN002174,2025-02-01,175687.49410820534,Current,2025-02-11,ServicerSecondary
LN002121,2025-03-01,228852.771794393,Current,2025-03-11,ServicerSecondary
LN003067,2025-02-01,254021.01297053375,Current,2025-02-11,ServicerSecondary
LN000625,2025-05-01,272026.3296760902,Current,2025-05-11,ServicerSecondary
LN003723,2025-01-01,335749.0267755717,Current,2025-01-11,ServicerSecondary
LN001137,2025-01-01,271045.5634030214,Current,2025-01-11,ServicerSecondary
LN002840,2025-06-01,294839.8011622381,Current,2025-06-11,ServicerSecondary
LN002705,2025-06-01,278903.5703880967,Current,2025-06-11,ServicerSecondary
LN003432,2025-05-01,294814.1141841617,Current,2025-05-11,ServicerSecondary
LN000093,2025-01-01,376299.3225111316,Current,2025-01-11,ServicerSecondary
LN002265,2025-04-01,310697.57443762553,Current,2025-04-11,ServicerSecondary
LN003456,2025-02-01,365732.8245292168,Current,2025-02-11,ServicerSecondary
LN002765,2025-04-01,238570.98832497434,30 DPD,2025-04-11,ServicerSecondary
LN002922,2025-06-01,290413.5340236266,Current,2025-06-11,ServicerSecondary
LN001526,2025-05-01,330457.8875241245,Current,2025-05-11,ServicerSecondary
LN004731,2025-03-01,380821.8376438189,Current,2025-03-11,ServicerSecondary
LN000782,2025-03-01,329818.11237101257,Current,2025-03-11,ServicerSecondary
LN000371,2025-03-01,314886.93084596016,Current,2025-03-11,ServicerSecondary
LN002582,2025-05-01,501990.78358632006,Current,2025-05-11,ServicerSecondary
LN001582,2025-02-01,250501.7955082654,Current,2025-02-11,ServicerSecondary
LN002392,2025-03-01,337516.47760983685,Current,2025-03-11,ServicerSecondary
LN002657,2025-05-01,189868.11025091945,Current,2025-05-11,ServicerSecondary
LN002684,2025-03-01,366976.02660668176,Current,2025-03-11,ServicerSecondary
LN003485,2025-04-01,325926.63139819546,Current,2025-04-11,ServicerSecondary
LN001638,2025-05-01,183168.38555852207,Current,2025-05-11,ServicerSecondary
LN001621,2025-04-01,239296.40044072963,Current,2025-04-11,ServicerSecondary
LN001588,2025-04-01,365260.36550396384,Current,2025-04-11,ServicerSecondary
LN002973,2025-01-01,169398.60235218477,Current,2025-01-11,ServicerSecondary
LN001287,2025-06-01,256647.05564269223,90+ DPD,2025-06-11,ServicerSecondary
LN003440,2025-06-01,332011.2762658238,Current,2025-06-11,ServicerSecondary
LN004555,2025-03-01,47586.98811496928,Current,2025-03-11,ServicerSecondary
LN003036,2025-04-01,284307.1911120448,Current,2025-04-11,ServicerSecondary
LN001494,2025-02-01,0.0,Prepaid,2025-02-11,ServicerSecondary
LN004704,2025-04-01,0.0,Prepaid,2025-04-11,ServicerSecondary
LN002343,2025-05-01,283689.6880602482,Current,2025-05-11,ServicerSecondary
LN004783,2025-01-01,101626.10604791602,Current,2025-01-11,ServicerSecondary
LN000639,2025-06-01,453762.09488365304,Current,2025-06-11,ServicerSecondary
LN000625,2025-01-01,303778.9610815156,Current,2025-01-11,ServicerSecondary
LN000111,2025-05-01,384594.7460215443,Current,2025-05-11,ServicerSecondary
LN001729,2025-06-01,453312.6195985346,Current,2025-06-11,ServicerSecondary
LN003241,2025-01-01,278461.9252930413,Current,2025-01-11,ServicerSecondary
LN004051,2025-02-01,255467.17049997416,Current,2025-02-11,ServicerSecondary
LN002728,2025-04-01,360738.2298380242,Current,2025-04-11,ServicerSecondary
LN000648,2025-02-01,421433.0614421696,Current,2025-02-11,ServicerSecondary
LN002506,2025-01-01,299690.15535022254,Current,2025-01-11,ServicerSecondary
LN004178,2025-05-01,158896.317135367,Current,2025-05-11,ServicerSecondary
LN003496,2025-03-01,254691.3538600225,Current,2025-03-11,ServicerSecondary
LN003440,2025-04-01,348901.3276357846,Current,2025-04-11,ServicerSecondary
LN004986,2025-05-01,175725.8494646121,Current,2025-05-11,ServicerSecondary
LN004172,2025-03-01,428483.3811390932,Current,2025-03-11,ServicerSecondary
LN003803,2025-01-01,350630.1355139538,Current,2025-01-11,ServicerSecondary
LN003763,2025-06-01,45289.023114750176,Current,2025-06-11,ServicerSecondary
LN001609,2025-01-01,277236.87925908307,Current,2025-01-11,ServicerSecondary
LN002773,2025-03-01,346009.77125006384,Current,2025-03-11,ServicerSecondary
LN001246,2025-03-01,242660.48914781728,Current,2025-03-11,ServicerSecondary
LN000790,2025-04-01,328289.2817501204,Current,2025-04-11,ServicerSecondary
LN001912,2025-02-01,193119.2471128605,Current,2025-02-11,ServicerSecondary
LN002392,2025-02-01,312103.8965511111,Current,2025-02-11,ServicerSecondary
LN003546,2025-03-01,137806.11251820342,Current,2025-03-11,ServicerSecondary
LN000777,2025-04-01,375996.5167708152,Current,2025-04-11,ServicerSecondary
LN002224,2025-05-01,269987.80166243855,Current,2025-05-11,ServicerSecondary
LN004469,2025-01-01,0.0,Prepaid,2025-01-11,ServicerSecondary
LN003453,2025-01-01,172811.63338591807,Current,2025-01-11,ServicerSecondary
LN000324,2025-01-01,304425.1731116391,Current,2025-01-11,ServicerSecondary
LN003768,2025-02-01,302299.9168965346,Current,2025-02-11,ServicerSecondary
LN000882,2025-05-01,265228.3051308149,Current,2025-05-11,ServicerSecondary
LN002890,2025-04-01,305649.0620537954,Current,2025-04-11,ServicerSecondary
LN000911,2025-01-01,292543.87519460754,Current,2025-01-11,ServicerSecondary
LN004623,2025-03-01,393259.15335966734,Current,2025-03-11,ServicerSecondary
LN002675,2025-05-01,417103.40701260936,Current,2025-05-11,ServicerSecondary
LN003579,2025-02-01,237466.92558476506,Current,2025-02-11,ServicerSecondary
LN004005,2025-04-01,226859.76557733747,Current,2025-04-11,ServicerSecondary
LN003974,2025-05-01,521266.37254369055,Current,2025-05-11,ServicerSecondary
LN000724,2025-03-01,358589.97015592636,Current,2025-03-11,ServicerSecondary
LN001103,2025-02-01,299566.82747991185,Current,2025-02-11,ServicerSecondary
LN001679,2025-05-01,307079.0904955357,Current,2025-05-11,ServicerSecondary
LN004304,2025-04-01,309544.9813716976,Current,2025-04-11,ServicerSecondary
LN004092,2025-03-01,297903.5810987632,Current,2025-03-11,ServicerSecondary
LN002992,2025-06-01,0.0,Prepaid,2025-06-11,ServicerSecondary
LN001731,2025-06-01,238601.89145961273,30 DPD,2025-06-11,ServicerSecondary
LN001893,2025-02-01,197316.66558445635,Current,2025-02-11,ServicerSecondary
LN004902,2025-05-01,374238.89026359614,Current,2025-05-11,ServicerSecondary
LN004820,2025-02-01,262519.2466225482,Current,2025-02-11,ServicerSecondary
LN004693,2025-05-01,252334.4663723077,30 DPD,2025-05-11,ServicerSecondary
LN003892,2025-02-01,364082.9291655211,Current,2025-02-11,ServicerSecondary
LN003502,2025-03-01,273528.15235230874,Current,2025-03-11,ServicerSecondary
LN001828,2025-04-01,376471.5904952505,Current,2025-04-11,ServicerSecondary
LN003480,2025-03-01,251394.8712620654,Current,2025-03-11,ServicerSecondary
LN003059,2025-04-01,391166.29034025123,Current,2025-04-11,ServicerSecondary
LN002305,2025-04-01,272554.57494401094,Current,2025-04-11,ServicerSecondary
LN004303,2025-04-01,309946.3264343008,Current,2025-04-11,ServicerSecondary
LN001265,2025-05-01,259954.60275249087,Current,2025-05-11,ServicerSecondary
LN002470,2025-05-01,334450.4671523757,Current,2025-05-11,ServicerSecondary
LN003002,2025-02-01,363370.40718164813,Current,2025-02-11,ServicerSecondary
LN002787,2025-02-01,295228.2036486542,Current,2025-02-11,ServicerSecondary
LN000804,2025-02-01,219623.72203604414,Current,2025-02-11,ServicerSecondary
LN000097,2025-01-01,0.0,Prepaid,2025-01-11,ServicerSecondary
LN004096,2025-01-01,325603.10435864126,Current,2025-01-11,ServicerSecondary
LN002547,2025-02-01,359196.86641468003,Current,2025-02-11,ServicerSecondary
LN004711,2025-05-01,297490.9388818208,Current,2025-05-11,ServicerSecondary
LN003429,2025-03-01,64108.09158125162,Current,2025-03-11,ServicerSecondary
LN002796,2025-06-01,204239.9653639459,Current,2025-06-11,ServicerSecondary
LN004882,2025-04-01,129047.44593827172,Current,2025-04-11,ServicerSecondary
LN001986,2025-03-01,410577.1556687057,Current,2025-03-11,ServicerSecondary
LN003908,2025-01-01,327164.53649163834,Current,2025-01-11,ServicerSecondary
LN002639,2025-01-01,411288.67279906356,Current,2025-01-11,ServicerSecondary
LN001515,2025-02-01,0.0,Prepaid,2025-02-11,ServicerSecondary
LN004233,2025-06-01,334166.25176674005,Current,2025-06-11,ServicerSecondary
LN002905,2025-01-01,251622.6564877495,Current,2025-01-11,ServicerSecondary
LN000404,2025-04-01,373180.8832650628,Current,2025-04-11,ServicerSecondary
LN000419,2025-03-01,169960.38677220658,Current,2025-03-11,ServicerSecondary
LN003543,2025-05-01,80013.71097921206,Current,2025-05-11,ServicerSecondary
LN000667,2025-04-01,245226.37430521648,Current,2025-04-11,ServicerSecondary
LN002554,2025-04-01,203953.65036427954,Current,2025-04-11,ServicerSecondary
LN000562,2025-03-01,186357.78143198317,Current,2025-03-11,ServicerSecondary
LN004684,2025-05-01,92975.2082788461,Current,2025-05-11,ServicerSecondary
LN002159,2025-01-01,334288.8963067634,Current,2025-01-11,ServicerSecondary
LN004012,2025-03-01,210854.89234568013,Current,2025-03-11,ServicerSecondary
LN003558,2025-02-01,396082.97016155964,Current,2025-02-11,ServicerSecondary
LN003630,2025-03-01,272084.3027055523,Current,2025-03-11,ServicerSecondary
LN002587,2025-01-01,277125.40171652165,Current,2025-01-11,ServicerSecondary
LN001567,2025-04-01,369332.9340245613,Current,2025-04-11,ServicerSecondary
LN002095,2025-04-01,391996.5798470638,Current,2025-04-11,ServicerSecondary
LN002935,2025-01-01,164542.10814475687,60 DPD,2025-01-11,ServicerSecondary
LN001003,2025-01-01,211094.2750336772,Current,2025-01-11,ServicerSecondary
LN000828,2025-04-01,170750.46727196238,Current,2025-04-11,ServicerSecondary
LN003744,2025-04-01,197180.77413802352,Current,2025-04-11,ServicerSecondary
LN003305,2025-05-01,388683.5532974297,Current,2025-05-11,ServicerSecondary
LN002449,2025-06-01,405193.26144145336,Current,2025-06-11,ServicerSecondary
LN001277,2025-06-01,186346.4039116384,Current,2025-06-11,ServicerSecondary
LN001899,2025-02-01,179963.3361652208,Current,2025-02-11,ServicerSecondary
LN003034,2025-04-01,355247.08201551705,60 DPD,2025-04-11,ServicerSecondary
LN000545,2025-03-01,130885.39601329308,Current,2025-03-11,ServicerSecondary
LN001617,2025-03-01,301376.04402560584,Current,2025-03-11,ServicerSecondary
LN004445,2025-01-01,181010.7196090329,Current,2025-01-11,ServicerSecondary
LN000783,2025-06-01,280615.7655530451,Current,2025-06-11,ServicerSecondary
LN002529,2025-04-01,288409.55477921147,Current,2025-04-11,ServicerSecondary
LN000708,2025-04-01,267753.91862757626,Current,2025-04-11,ServicerSecondary
LN004165,2025-04-01,404519.19427190156,Current,2025-04-11,ServicerSecondary
LN003976,2025-03-01,380710.3598671242,Current,2025-03-11,ServicerSecondary
LN003193,2025-01-01,400846.7962450524,Current,2025-01-11,ServicerSecondary
LN001342,2025-01-01,212729.27218425856,Current,2025-01-11,ServicerSecondary
LN003280,2025-04-01,324755.9079751933,Current,2025-04-11,ServicerSecondary
LN002449,2025-01-01,371462.4861877587,Current,2025-01-11,ServicerSecondary
LN002599,2025-01-01,287378.33183781395,Current,2025-01-11,ServicerSecondary
LN000960,2025-04-01,362668.6898880935,Current,2025-04-11,ServicerSecondary
LN001671,2025-04-01,187306.50728672254,Current,2025-04-11,ServicerSecondary
LN003410,2025-06-01,307083.3908197114,90+ DPD,2025-06-11,ServicerSecondary
LN000400,2025-06-01,362244.6473234389,Current,2025-06-11,ServicerSecondary
LN000333,2025-05-01,194336.6196750446,Current,2025-05-11,ServicerSecondary
LN001723,2025-03-01,160648.0649840829,Current,2025-03-11,ServicerSecondary
LN003419,2025-04-01,241848.01910099862,Current,2025-04-11,ServicerSecondary
LN003736,2025-05-01,353803.8221036273,Current,2025-05-11,ServicerSecondary
LN002713,2025-01-01,399117.29268150334,Current,2025-01-11,ServicerSecondary
LN000908,2025-05-01,183426.54996696507,Current,2025-05-11,ServicerSecondary
LN001244,2025-06-01,267222.1033632174,Current,2025-06-11,ServicerSecondary
LN000273,2025-02-01,377945.146909284,Current,2025-02-11,ServicerSecondary
LN004863,2025-01-01,199226.70945864325,60 DPD,2025-01-11,ServicerSecondary
LN002191,2025-05-01,225926.04586776588,Current,2025-05-11,ServicerSecondary
LN001969,2025-03-01,270207.1808480952,Current,2025-03-11,ServicerSecondary
LN002645,2025-06-01,405353.6675258965,Current,2025-06-11,ServicerSecondary
LN004115,2025-01-01,0.0,Prepaid,2025-01-11,ServicerSecondary
LN002992,2025-02-01,394704.00491158076,Current,2025-02-11,ServicerSecondary
LN004834,2025-01-01,280689.2953827248,Current,2025-01-11,ServicerSecondary
LN002985,2025-05-01,182728.54692028428,Current,2025-05-11,ServicerSecondary
LN004029,2025-03-01,391736.9504040431,Current,2025-03-11,ServicerSecondary
LN000219,2025-05-01,111509.57956573804,Current,2025-05-11,ServicerSecondary
LN002404,2025-04-01,371033.5995655665,Current,2025-04-11,ServicerSecondary
LN000484,2025-05-01,397494.2786312414,Current,2025-05-11,ServicerSecondary
LN004406,2025-01-01,238667.34349628186,Current,2025-01-11,ServicerSecondary
LN000335,2025-01-01,366062.07933844073,Current,2025-01-11,ServicerSecondary
LN001296,2025-01-01,314234.9814277843,Current,2025-01-11,ServicerSecondary
LN004458,2025-02-01,197153.5739328314,Current,2025-02-11,ServicerSecondary
LN001129,2025-06-01,116162.01823961682,Current,2025-06-11,ServicerSecondary
LN000484,2025-06-01,436850.0402579112,Current,2025-06-11,ServicerSecondary
